CaseName,Zone,Energy_Price_p1,PJM_Capacity_Price_p1,NJ_Clean_Capacity_Price_p1,EAC_Price_p1,MinCap_Price_p1,Total_Price_p1,Energy_Price_p2,PJM_Capacity_Price_p2,NJ_Clean_Capacity_Price_p2,EAC_Price_p2,MinCap_Price_p2,Total_Price_p2,Energy_Price_p3,PJM_Capacity_Price_p3,NJ_Clean_Capacity_Price_p3,EAC_Price_p3,MinCap_Price_p3,Total_Price_p3
Basecase_RGGI,NJ,27,72,0,0.0,0,99.0,32,54,0,0.0,0,86.0,31,53,0,0.0,0,84.0
Updated_RGGI_noOOS,NJ,27,72,0,0.0,0,99.0,32,54,0,0.0,0,86.0,30,53,0,3.4,0,86.4
Updated_RGGI_procurement_noOOS,NJ,27,72,0,0.0,0,99.0,32,54,0,0.0,0,86.0,30,53,0,3.43,0,86.43
Updated_RGGI_procurement_noOOS_noninc,NJ,27,72,0,0.0,0,99.0,32,54,0,0.0,0,86.0,27,19,0,0.0,0,46.0
