CaseName,Zone,Maximum_NJ_Load_p1,Total_NJ_Load_p1,Total_System_Emissions_p1,Total_NJ_Emissions_p1,Total_RGGI_Emissions_p1,Maximum_NJ_Load_p2,Total_NJ_Load_p2,Total_System_Emissions_p2,Total_NJ_Emissions_p2,Total_RGGI_Emissions_p2,Maximum_NJ_Load_p3,Total_NJ_Load_p3,Total_System_Emissions_p3,Total_NJ_Emissions_p3,Total_RGGI_Emissions_p3
PJM_Baseline_Example_18,NJ,20884.0,95007965.57,710070859.99,347354.98,36314665.32,22085.0,108186750.86,822079061.81,98500.02,13803054.87,28765.0,136203800.14,890212381.65,113569.62,10775917.0
PJM_Baseline_Example_52,NJ,20884.0,95046279.71,682398377.29,1580476.92,36879702.73,22085.0,111938798.43,838458461.27,233091.19,13801046.87,28765.0,138174279.86,898432975.38,175183.91,13141603.05
