CaseName,Zone,Energy_Price_p1,PJM_Capacity_Price_p1,NJ_Clean_Capacity_Price_p1,EAC_Price_p1,MinCap_Price_p1,Total_Price_p1,Energy_Price_p2,PJM_Capacity_Price_p2,NJ_Clean_Capacity_Price_p2,EAC_Price_p2,MinCap_Price_p2,Total_Price_p2,Energy_Price_p3,PJM_Capacity_Price_p3,NJ_Clean_Capacity_Price_p3,EAC_Price_p3,MinCap_Price_p3,Total_Price_p3
PJM_Baseline_Example_18,NJ,27,72,0,0.0,0,99.0,32,54,0,0.0,0,86.0,31,54,0,0.0,0,85.0
PJM_Baseline_Example_52,NJ,27,72,0,0.09,0,99.09,32,52,0,0.0,0,84.0,30,53,0,0.0,0,83.0
