Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27
,,,,,,,600.0,11,2109.8,19039.9,25594.800000000003,9152.0,949.3000000000001,1189.1000000000001,12195.7,20867.0,63895.700000000004,16023.7,26060.100000000002,4313.1,9991.300000000001,12421.2,2764.3,4574.900000000001,6076.400000000001,695.2,415.8,20749.300000000003,103838.90000000001,3993.0000000000005,19340.2,596.2,123.20000000000002,3406.7000000000003,2559.7000000000003
,,,,,,,384.0,12,2020.7000000000003,18834.2,24790.7,8914.400000000001,924.0000000000001,1129.7,11613.800000000001,20402.800000000003,63048.700000000004,15304.300000000001,25468.300000000003,4215.200000000001,9678.900000000001,12034.000000000002,2677.4,4430.8,5882.8,674.3000000000001,402.6,20087.100000000002,99011.00000000001,3829.1000000000004,18547.100000000002,572.0,117.7,3316.5000000000005,2492.6000000000004
,,,,,,,336.0,13,1959.1000000000001,18569.100000000002,24196.7,8727.400000000001,904.2,1103.3000000000002,11336.6,20144.300000000003,62130.200000000004,14777.400000000001,24954.600000000002,4130.5,9419.300000000001,11712.800000000001,2607.0,4313.1,5746.400000000001,657.8000000000001,392.70000000000005,19620.7,95088.40000000001,3754.3,18181.9,561.0,114.4,3252.7000000000003,2444.2000000000003
,,,,,,,528.0,14,1921.7,18383.2,23774.300000000003,8626.2,894.3000000000001,1092.3000000000002,11217.800000000001,19867.100000000002,61216.100000000006,14394.6,24656.500000000004,4081.0000000000005,9300.5,11565.400000000001,2572.9,4258.1,5636.400000000001,645.7,385.00000000000006,19246.7,92748.70000000001,3685.0000000000005,17846.4,550.0,112.2,3212.0000000000005,2413.4
,,,,,,,504.0,15,1896.4,18266.600000000002,23370.600000000002,8537.1,885.5000000000001,1089.0,11178.2,19714.2,60787.100000000006,14198.800000000001,24238.500000000004,4011.7000000000003,9199.300000000001,11440.000000000002,2545.4,4211.900000000001,5580.3,639.1,381.70000000000005,19055.300000000003,91065.70000000001,3650.9,17683.600000000002,544.5,112.2,3191.1000000000004,2399.1000000000004
,,,,,,,720.0,16,1961.3000000000002,18151.100000000002,23816.100000000002,8600.900000000001,892.1,1135.2,11657.800000000001,19794.5,60524.200000000004,14588.2,24355.100000000002,4031.5000000000005,9336.800000000001,11612.7,2583.9,4274.6,5716.700000000001,654.5,391.6,19521.7,90502.50000000001,3716.9,18001.5,554.4000000000001,113.30000000000001,3245.0000000000005,2438.7000000000003
,,,,,,,1176.0,17,2126.3,18394.2,25086.600000000002,8737.300000000001,906.4000000000001,1215.5,12456.400000000001,20100.300000000003,61260.100000000006,15782.800000000001,25331.9,4193.200000000001,9659.1,12012.000000000002,2673.0,4420.900000000001,6047.8,693.0,413.6,20653.600000000002,91104.20000000001,3922.6000000000004,18994.800000000003,585.2,119.9,3368.2000000000003,2531.1000000000004
,,,,,,,768.0,18,2261.6000000000004,19188.4,27637.500000000004,8978.2,931.7,1294.7,13239.6,20832.9,63197.200000000004,16849.800000000003,26920.300000000003,4456.1,10233.300000000001,12724.800000000001,2831.4,4684.900000000001,6351.400000000001,728.2,434.50000000000006,21690.9,93205.20000000001,4170.1,20196.0,622.6,127.60000000000001,3525.5000000000005,2649.9
,,,,,,,,19,2321.0,19818.7,29374.4,9304.900000000001,965.8000000000001,1339.8000000000002,13676.300000000001,22312.4,66273.90000000001,17413.0,28804.600000000002,4767.400000000001,10531.400000000001,13094.400000000001,2913.9,4822.400000000001,6459.200000000001,739.2,442.20000000000005,22058.300000000003,100777.6,4307.6,20861.5,643.5,132.0,3579.4,2690.6000000000004
,,,,,,,,20,2275.9,20212.5,29038.9,9344.5,969.1,1326.6000000000001,13514.6,22641.300000000003,67934.90000000001,17165.5,28447.100000000002,4708.0,10441.2,12980.000000000002,2888.6000000000004,4779.5,6373.400000000001,730.4000000000001,435.6,21764.600000000002,104382.3,4247.1,20564.5,633.6,129.8,3543.1000000000004,2663.1000000000004
,,,,,,,,21,2160.4,19938.600000000002,27616.600000000002,9123.400000000001,946.0000000000001,1257.3000000000002,12828.2,22149.600000000002,67025.20000000001,16342.7,27412.000000000004,4537.5,10050.7,12494.900000000001,2780.8,4601.3,6090.700000000001,697.4000000000001,416.90000000000003,20799.9,102359.40000000001,4029.3,19512.9,601.7,124.30000000000001,3392.4,2548.7000000000003
,,,,,,,,22,1987.7000000000003,19151.0,25795.000000000004,8763.7,909.7,1159.4,11843.7,21233.300000000003,64721.8,14973.2,25735.600000000002,4259.200000000001,9546.900000000001,11865.7,2642.2000000000003,4370.3,5677.1,650.1,388.3,19387.5,98155.20000000001,3732.3,18073.0,556.6,114.4,3203.2000000000003,2406.8
,,,,,,,,23,1824.9,18054.300000000003,23876.600000000002,8286.300000000001,859.1,1073.6000000000001,10952.7,20335.7,61622.00000000001,13920.500000000002,24139.500000000004,3995.2000000000003,8998.0,11184.800000000001,2489.3,4119.5,5320.700000000001,609.4000000000001,364.1,18169.800000000003,92412.1,3444.1000000000004,16678.2,513.7,105.60000000000001,3012.9,2263.8
,,,,,,,,24,1691.8000000000002,17075.300000000003,22005.5,7914.500000000001,820.6,991.1000000000001,10107.900000000001,19496.4,58639.9,12972.300000000001,22401.5,3707.0000000000005,8542.6,10618.300000000001,2362.8,3911.6000000000004,5023.700000000001,575.3000000000001,343.20000000000005,17154.5,85599.8,3232.9,15659.6,482.90000000000003,99.00000000000001,2857.8,2147.2000000000003
,,,,,,,,25,1609.3000000000002,15932.400000000001,20813.100000000002,7411.8,768.9000000000001,936.1,9574.400000000001,18718.7,55336.600000000006,12405.800000000001,21222.300000000003,3512.3,8253.300000000001,10257.5,2283.6000000000004,3778.5000000000005,4871.900000000001,557.7,333.3,16638.600000000002,78568.6,3053.6000000000004,14784.000000000002,455.40000000000003,93.50000000000001,2744.5,2062.5
,,,,,,,,26,1566.4,15408.800000000001,20003.5,7185.200000000001,744.7,903.1,9256.5,18015.800000000003,53356.600000000006,12084.6,20269.7,3355.0000000000005,8103.700000000001,10072.7,2241.8,3710.3,4778.400000000001,547.8000000000001,326.70000000000005,16317.400000000001,74995.8,2973.3,14397.900000000001,443.3,91.30000000000001,2697.2000000000003,2027.3000000000002
,,,,,,,,27,1524.6000000000001,15119.500000000002,19695.5,7037.8,730.4000000000001,878.9000000000001,9045.300000000001,17695.7,52077.3,11873.400000000001,20048.600000000002,3318.7000000000003,8011.300000000001,9958.300000000001,2216.5,3668.5000000000005,4715.700000000001,540.1,323.40000000000003,16102.900000000001,73103.8,2933.7000000000003,14204.300000000001,437.8,90.2,2674.1000000000004,2008.6000000000001
,,,,,,,,28,1532.3000000000002,14978.7,19709.800000000003,6998.200000000001,724.9000000000001,895.4000000000001,9229.0,17695.7,51538.3,12030.7,20056.300000000003,3319.8,8034.400000000001,9986.900000000001,2223.1000000000004,3678.4,4804.8,551.1,328.90000000000003,16408.7,72051.1,2950.2000000000003,14286.800000000001,441.1,90.2,2696.1000000000004,2025.1000000000001
,,,,,,,,29,1618.1000000000001,15088.7,20201.5,7112.6,737.0000000000001,941.6,9722.900000000001,17795.800000000003,51901.3,12841.400000000001,20522.7,3396.8,8394.1,10435.7,2322.1000000000004,3842.3,5097.400000000001,584.1,348.70000000000005,17406.4,72774.90000000001,3141.6000000000004,15213.000000000002,469.70000000000005,96.80000000000001,2830.3,2126.3
,,,,,,,,30,1809.5000000000002,15736.6,21947.2,7526.200000000001,782.1,1042.8000000000002,10786.6,18656.0,53573.3,14284.6,21897.7,3624.5000000000005,8991.400000000001,11178.2,2488.2000000000003,4116.200000000001,5617.700000000001,643.5,383.90000000000003,19184.0,76442.3,3472.7000000000003,16815.7,518.1,106.7,3063.5000000000005,2302.3
,,,,,,,,31,2010.8000000000002,16923.5,25886.300000000003,8147.700000000001,845.9000000000001,1137.4,11754.6,20537.0,57027.3,16210.7,25613.500000000004,4238.3,9771.300000000001,12145.1,2703.8,4473.700000000001,6089.6,697.4000000000001,416.90000000000003,20795.5,86218.0,3781.8,18311.7,565.4000000000001,115.50000000000001,3250.5000000000005,2442.0
,,,,,,,,32,2138.4,18158.800000000003,28517.500000000004,8694.400000000001,902.0000000000001,1212.2,12503.7,22521.4,61471.3,17300.800000000003,28431.7,4705.8,10280.6,12775.400000000001,2844.6000000000004,4706.900000000001,6344.8,727.1,434.50000000000006,21666.7,93706.8,3960.0000000000005,19180.7,590.7,122.10000000000001,3361.6000000000004,2525.6000000000004
,,,,,,,,33,2256.1000000000004,19485.4,29943.100000000002,9005.7,933.9000000000001,1287.0,13209.900000000001,23647.800000000003,65183.8,18176.4,30012.4,4967.6,10641.400000000001,13224.2,2944.7000000000003,4871.900000000001,6558.200000000001,751.3000000000001,448.8,22398.2,96872.6,4129.400000000001,19995.800000000003,616.0,126.50000000000001,3471.6000000000004,2609.2000000000003
,,,,,,,,34,2297.9,20312.600000000002,29840.800000000003,9149.800000000001,949.3000000000001,1310.1000000000001,13450.800000000001,23887.600000000002,67268.3,18404.100000000002,30200.500000000004,4998.400000000001,10710.7,13310.000000000002,2963.4,4903.8,6641.8,760.1,454.3,22682.000000000004,98316.90000000001,4197.6,20329.100000000002,627.0,128.70000000000002,3518.9,2643.3
,,,,,,,,35,2273.7000000000003,20650.300000000003,28965.2,9106.900000000001,943.8000000000001,1295.8000000000002,13324.300000000001,23705.000000000004,67983.3,18142.300000000003,29723.100000000002,4919.200000000001,10587.5,13158.2,2929.3,4846.6,6587.900000000001,754.6,451.00000000000006,22497.2,96945.20000000001,4173.400000000001,20213.600000000002,622.6,127.60000000000001,3492.5000000000005,2624.6000000000004
,,,,,,,,36,2229.7000000000003,20557.9,27908.100000000002,9034.300000000001,937.2,1281.5,13211.000000000002,23417.9,67604.90000000001,17652.800000000003,28760.600000000002,4760.8,10439.0,12973.400000000001,2888.6000000000004,4778.400000000001,6473.500000000001,741.4000000000001,443.3,22107.800000000003,95375.50000000001,4150.3,20095.9,619.3000000000001,126.50000000000001,3438.6000000000004,2583.9
,,,,,,,,37,2211.0,20483.100000000002,26816.9,8949.6,929.5000000000001,1281.5,13224.2,23035.100000000002,67192.40000000001,17316.2,27912.500000000004,4620.0,10305.900000000001,12810.6,2851.2000000000003,4719.0,6440.500000000001,737.0000000000001,441.1,21993.4,94121.50000000001,4180.0,20242.2,624.8000000000001,127.60000000000001,3430.9,2577.3
,,,,,,,,38,2216.5,20295.0,26261.4,8845.1,917.4000000000001,1283.7,13248.400000000001,22893.2,66487.3,17256.800000000003,27590.2,4567.200000000001,10192.6,12667.6,2820.4,4665.1,6426.200000000001,735.9000000000001,440.00000000000006,21941.7,93688.1,4173.400000000001,20209.2,622.6,127.60000000000001,3401.2000000000003,2555.3
,,,,,,,,39,2220.9,20209.2,25874.2,8747.2,907.5000000000001,1283.7,13250.6,22788.7,66041.8,17244.7,27340.500000000004,4525.400000000001,10093.6,12545.500000000002,2792.9,4621.1,6403.1,732.6,437.8,21865.800000000003,93329.50000000001,4170.1,20192.7,622.6,127.60000000000001,3369.3,2531.1000000000004
,,,,,,,,40,2284.7000000000003,20015.600000000002,26247.100000000002,8762.6,909.7,1322.2,13637.800000000001,22726.000000000004,65609.5,17787.0,27725.500000000004,4589.200000000001,10179.400000000001,12653.300000000001,2817.1000000000004,4660.700000000001,6545.000000000001,750.2,447.70000000000005,22352.0,93677.1,4257.0,20614.0,634.7,130.9,3404.5000000000005,2558.6000000000004
,,,,,,,,41,2422.2000000000003,20187.2,27530.800000000003,8966.1,930.6,1394.8000000000002,14362.7,23211.100000000002,66411.40000000001,18858.4,28644.000000000004,4741.0,10543.5,13106.500000000002,2918.3,4827.900000000001,6860.700000000001,785.4000000000001,469.70000000000005,23427.800000000003,95342.50000000001,4430.8,21452.2,661.1,136.4,3535.4,2656.5
,,,,,,,,42,2535.5,20918.7,29794.600000000002,9136.6,949.3000000000001,1444.3000000000002,14840.1,23883.2,68288.0,19811.0,30279.7,5011.6,10930.7,13586.1,3025.0000000000005,5003.900000000001,7080.700000000001,810.7,485.1,24179.100000000002,97486.40000000001,4569.400000000001,22132.0,682.0,139.70000000000002,3646.5000000000005,2740.1000000000004
,,,,,,,,43,2581.7000000000003,21576.5,31370.9,9375.300000000001,973.5000000000001,1461.9,14975.400000000001,25138.300000000003,71205.20000000001,20293.9,31945.100000000002,5286.6,11107.800000000001,13803.900000000001,3073.4,5085.3,7134.6,817.3000000000001,487.3,24366.100000000002,103609.00000000001,4602.400000000001,22289.300000000003,686.4000000000001,140.8,3668.5000000000005,2756.6000000000004
,,,,,,,,44,2521.2000000000003,21907.600000000002,30921.000000000004,9353.300000000001,970.2,1426.7,14612.400000000001,25199.9,73081.8,19908.9,31683.300000000003,5243.700000000001,10916.400000000001,13565.2,3020.6000000000004,4997.3,6972.900000000001,798.6,477.40000000000003,23812.800000000003,106360.1,4499.0,21788.800000000003,671.0,138.60000000000002,3586.0000000000005,2695.0
,,,,,,,,45,2388.1000000000004,21522.600000000002,29426.100000000002,9121.2,946.0000000000001,1357.4,13915.000000000002,24388.100000000002,71890.5,18950.800000000003,30574.500000000004,5060.0,10513.800000000001,13064.7,2909.5000000000005,4813.6,6656.1,762.3000000000001,455.40000000000003,22728.2,103987.40000000001,4274.6,20702.0,638.0,130.9,3438.6000000000004,2583.9
,,,,,,,,46,2201.1000000000004,20649.2,27517.600000000002,8779.1,910.8000000000001,1270.5,13054.800000000001,23223.2,69419.90000000001,17492.2,28725.4,4754.200000000001,9962.7,12380.500000000002,2756.6000000000004,4561.700000000001,6237.000000000001,713.9000000000001,426.8,21300.4,100631.3,3982.0000000000005,19279.7,595.1,122.10000000000001,3253.8,2445.3
,,,,,,,,47,2031.7000000000003,19632.800000000003,25341.800000000003,8435.900000000001,874.5000000000001,1189.1000000000001,12225.400000000001,22215.600000000002,66625.90000000001,16409.800000000003,27121.600000000002,4489.1,9548.0,11863.500000000002,2642.2000000000003,4371.400000000001,5883.900000000001,674.3000000000001,402.6,20093.7,95302.90000000001,3716.9,17993.800000000003,554.4000000000001,113.30000000000001,3093.2000000000003,2324.3
,,,,,,,,48,1897.5000000000002,18714.300000000003,23278.2,8166.400000000001,847.0000000000001,1113.2,11456.500000000002,21212.4,63814.3,15404.400000000001,25517.800000000003,4222.900000000001,9120.1,11332.2,2524.5,4174.5,5615.5,643.5,383.90000000000003,19175.2,88867.90000000001,3496.9,16932.300000000003,521.4000000000001,107.80000000000001,2953.5000000000005,2219.8
,,,,,,,,49,1807.3000000000002,17626.4,21622.7,7763.8,806.3000000000001,1057.1000000000001,10899.900000000001,20372.0,60782.700000000004,14690.500000000002,23965.7,3966.6000000000004,8851.7,10998.900000000001,2449.7000000000003,4052.4000000000005,5461.5,625.9000000000001,374.00000000000006,18650.5,82900.40000000001,3333.0000000000005,16142.500000000002,497.20000000000005,102.30000000000001,2866.6000000000004,2153.8
,,,,,,,,50,1733.6000000000001,17268.9,20499.600000000002,7616.400000000001,788.7,1024.1000000000001,10588.6,19586.600000000002,59142.600000000006,14052.500000000002,22994.4,3804.9,8677.900000000001,10782.2,2401.3,3973.2000000000003,5340.5,611.6,366.3,18238.0,80080.0,3219.7000000000003,15590.300000000001,479.6,99.00000000000001,2811.6000000000004,2112.0
,,,,,,,,51,1690.7,16953.2,19915.5,7571.3,784.3000000000001,1004.3000000000001,10402.7,19100.4,57922.700000000004,13707.1,22366.300000000003,3702.6000000000004,8651.5,10750.300000000001,2393.6000000000004,3961.1000000000004,5309.700000000001,608.3000000000001,363.00000000000006,18130.2,78515.8,3171.3,15352.7,473.00000000000006,97.9,2808.3,2110.9
,,,,,,,,52,1683.0000000000002,16784.9,19770.300000000003,7582.3,786.5000000000001,999.9000000000001,10374.1,18775.9,57259.4,13697.2,21890.0,3623.4,8748.300000000001,10870.2,2421.1000000000004,4004.0000000000005,5328.400000000001,610.5,365.20000000000005,18194.0,78049.40000000001,3201.0000000000005,15495.7,477.40000000000003,99.00000000000001,2823.7000000000003,2121.9
,,,,,,,,53,1733.6000000000001,17032.4,19862.7,7779.200000000001,807.4000000000001,1021.9000000000001,10628.2,18909.0,57613.600000000006,14124.000000000002,22058.300000000003,3650.9,9046.400000000001,11239.800000000001,2503.6000000000004,4141.5,5485.700000000001,628.1,375.1,18733.0,79721.40000000001,3333.0000000000005,16143.600000000002,497.20000000000005,102.30000000000001,2916.1000000000004,2191.2000000000003
,,,,,,,,54,1850.2,17661.600000000002,21015.5,8199.400000000001,850.3000000000001,1070.3000000000002,11145.2,19398.5,59195.4,15152.500000000002,23416.800000000003,3875.3,9603.0,11931.7,2657.6000000000004,4396.700000000001,5816.8,666.6,398.20000000000005,19866.0,85090.5,3601.4,17440.5,537.9000000000001,111.10000000000001,3095.4,2326.5
,,,,,,,,55,2007.5000000000002,18794.600000000002,23961.300000000003,8895.7,922.9000000000001,1139.6000000000001,11833.800000000001,20658.0,62249.00000000001,16892.7,26475.9,4381.3,10364.2,12874.400000000001,2867.7000000000003,4745.400000000001,6211.700000000001,711.7,425.70000000000005,21212.4,96772.50000000001,3873.1000000000004,18758.300000000003,578.6,118.80000000000001,3278.0000000000005,2462.9
,,,,,,,,56,2160.4,19954.0,26369.2,9522.7,986.7,1208.9,12483.900000000001,22359.7,66667.70000000001,18040.0,28748.500000000004,4758.6,10886.7,13521.2,3012.9,4984.1,6487.8,743.6,443.3,22157.300000000003,106453.6,4086.5000000000005,19790.100000000002,609.4000000000001,125.4,3408.9,2560.8
,,,,,,,,57,2296.8,21281.7,28452.600000000002,9933.0,1029.6000000000001,1274.9,13085.6,23370.600000000002,70221.8,18926.600000000002,30230.2,5003.900000000001,11332.2,14076.7,3135.0000000000005,5187.6,6780.400000000001,776.6,464.20000000000005,23156.100000000002,112124.1,4273.5,20691.0,638.0,130.9,3580.5000000000005,2690.6000000000004
,,,,,,,,58,2349.6000000000004,21714.0,29230.300000000003,10136.5,1050.5,1288.1000000000001,13197.800000000001,23590.600000000002,71599.0,19085.0,30749.4,5089.700000000001,11433.400000000001,14203.2,3163.6000000000004,5234.900000000001,6887.1,788.7,470.8,23520.2,115456.00000000001,4314.200000000001,20892.300000000003,644.6,132.0,3645.4,2737.9
,,,,,,,,59,2350.7000000000003,21539.100000000002,29166.500000000004,10050.7,1041.7,1263.9,12978.900000000001,23274.9,70902.70000000001,18846.300000000003,30444.7,5039.1,11279.400000000001,14014.000000000002,3120.7000000000003,5163.400000000001,6850.8,784.3000000000001,468.6,23394.800000000003,114648.6,4213.0,20400.600000000002,628.1,128.70000000000002,3623.4,2722.5
,,,,,,,,60,2312.2000000000003,21082.600000000002,28898.100000000002,9872.5,1023.0000000000001,1233.1000000000001,12694.000000000002,22623.7,69356.1,18576.800000000003,29744.000000000004,4922.5,11041.800000000001,13719.2,3055.8,5055.6,6735.3,771.1,460.90000000000003,23002.100000000002,112604.8,4099.700000000001,19851.7,612.7,125.4,3560.7000000000003,2675.2000000000003
,,,,,,,,61,2249.5,20380.800000000003,28287.600000000002,9676.7,1003.2,1204.5,12410.2,22015.4,67622.5,18247.9,29327.100000000002,4854.3,10776.7,13391.400000000001,2981.0000000000005,4933.5,6602.200000000001,755.7,452.1,22546.7,109013.3,3999.6000000000004,19367.7,597.3000000000001,123.20000000000002,3502.4,2632.3
,,,,,,,,62,2191.2000000000003,19802.2,27929.000000000004,9540.300000000001,990.0000000000001,1196.8000000000002,12327.7,21566.600000000002,66030.8,17970.7,29440.4,4873.0,10617.2,13194.500000000002,2938.1000000000004,4860.900000000001,6527.400000000001,748.0000000000001,446.6,22290.4,106586.70000000001,3950.1000000000004,19130.100000000002,589.6,121.00000000000001,3462.8,2601.5
,,,,,,,,63,2167.0,19416.100000000002,27437.300000000003,9407.2,975.7,1206.7,12424.500000000002,21226.7,64897.8,17630.800000000003,29113.7,4818.0,10476.400000000001,13018.500000000002,2898.5000000000005,4796.0,6490.000000000001,743.6,443.3,22160.600000000002,104413.1,3963.3,19191.7,591.8000000000001,122.10000000000001,3443.0000000000005,2587.2000000000003
,,,,,,,,64,2242.9,19123.5,27328.4,9435.800000000001,979.0000000000001,1255.1000000000001,12918.400000000001,21112.300000000003,64229.00000000001,17748.5,28821.100000000002,4770.700000000001,10578.7,13147.2,2927.1000000000004,4843.3,6637.400000000001,760.1,453.20000000000005,22664.4,103545.20000000001,4059.0000000000005,19655.9,605.0,125.4,3490.3,2622.4
,,,,,,,,65,2395.8,19241.2,28031.300000000003,9637.1,998.8000000000001,1351.9,13907.300000000001,21423.600000000002,64649.200000000004,18648.300000000003,29129.100000000002,4821.3,10899.900000000001,13546.500000000002,3016.2000000000003,4990.700000000001,7014.700000000001,803.0000000000001,479.6,23953.600000000002,105068.70000000001,4301.0,20828.5,642.4000000000001,132.0,3627.8,2725.8
,,,,,,,,66,2550.9,20072.800000000003,30037.7,9902.2,1027.4,1447.6000000000001,14867.6,22231.0,66886.6,19802.2,30603.100000000002,5065.5,11524.7,14323.1,3188.9,5276.700000000001,7349.1,841.5000000000001,502.70000000000005,25095.4,108940.70000000001,4614.5,22347.600000000002,688.6,140.8,3799.4,2854.5000000000005
,,,,,,,,67,2611.4,21241.0,31260.9,10302.6,1069.2,1489.4,15255.900000000001,23772.100000000002,71023.70000000001,20370.9,32705.200000000004,5412.0,11973.500000000002,14877.500000000002,3312.1000000000004,5482.400000000001,7456.900000000001,853.6,510.40000000000003,25465.000000000004,119114.6,4772.900000000001,23108.800000000003,711.7,146.3,3878.6000000000004,2913.9
,,,,,,,,68,2593.8,21980.2,30643.800000000003,10417.0,1081.3000000000002,1470.7,15064.500000000002,24339.7,73879.3,20405.0,32235.500000000004,5335.0,11950.400000000001,14846.7,3306.6000000000004,5471.400000000001,7379.900000000001,845.9000000000001,504.90000000000003,25201.000000000004,124049.20000000001,4761.900000000001,23058.2,710.6,146.3,3833.5000000000005,2879.8
,,,,,,,,69,2481.6000000000004,22146.300000000003,29022.4,10275.1,1065.9,1402.5,14391.300000000001,23823.800000000003,73806.70000000001,19758.2,31358.800000000003,5189.8,11654.500000000002,14477.1,3225.2000000000003,5335.0,7091.700000000001,811.8000000000001,485.1,24219.800000000003,123094.40000000001,4605.700000000001,22306.9,687.5,140.8,3692.7000000000003,2774.2000000000003
,,,,,,,,70,2323.2000000000003,21518.2,27063.300000000003,9935.2,1029.6000000000001,1309.0,13469.500000000002,22905.300000000003,71963.1,18603.2,29761.600000000002,4925.8,11183.7,13890.800000000001,3094.3,5119.400000000001,6683.6,765.6,457.6,22825.000000000004,119790.00000000001,4343.900000000001,21033.100000000002,649.0,133.10000000000002,3502.4,2630.1000000000004
