Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27
2000.0,1.0,1.0,1.0,2000.0,18.0,168.0,408.0,1,1426.7,10798.7,15199.800000000001,5990.6,643.5,754.6,7790.200000000001,12045.000000000002,39704.5,9527.1,15882.900000000001,2607.0,5603.400000000001,7091.700000000001,1581.8000000000002,2588.3,3499.1000000000004,409.20000000000005,242.00000000000003,12384.900000000001,80689.40000000001,2651.0,12185.800000000001,387.20000000000005,75.9,2055.9,1624.7
,2.0,0.9,0.04,1800.0,,,648.0,2,1358.5,10387.300000000001,14103.1,5740.900000000001,616.0,718.3000000000001,7422.8,11583.000000000002,37859.8,9065.1,15059.000000000002,2472.8,5382.3,6813.400000000001,1520.2,2486.0,3401.2000000000003,398.20000000000005,235.4,12037.300000000001,75753.70000000001,2534.4,11645.7,370.70000000000005,73.7,2004.2000000000003,1585.1000000000001
,3.0,0.55,0.024,1100.0,,,504.0,3,1339.8000000000002,10096.900000000001,13334.2,5622.1,603.9000000000001,709.5000000000001,7343.6,11249.7,36737.8,8900.1,14524.400000000001,2384.8,5417.5,6857.400000000001,1529.0000000000002,2502.5,3394.6000000000004,397.1,235.4,12012.000000000002,72321.70000000001,2522.3,11594.000000000002,369.6,73.7,2015.2000000000003,1592.8000000000002
,4.0,0.2,0.003,400.0,,,840.0,4,1390.4,10135.400000000001,13014.1,5666.1,608.3000000000001,741.4000000000001,7681.3,11282.7,36451.8,9230.1,14468.300000000001,2374.9,5646.3,7146.700000000001,1593.9,2608.1000000000004,3577.2000000000003,419.1,247.50000000000003,12658.800000000001,70378.0,2609.2000000000003,11999.900000000001,381.70000000000005,74.80000000000001,2117.5,1674.2
,,,,,,,432.0,5,1464.1000000000001,10584.2,13052.6,5920.200000000001,636.9000000000001,806.3000000000001,8358.900000000001,11750.2,37418.700000000004,9676.7,14806.000000000002,2431.0,6108.3,7734.1,1724.8000000000002,2821.5000000000005,3870.9,453.20000000000005,268.40000000000003,13699.400000000001,69876.40000000001,2813.8,12930.500000000002,411.40000000000003,81.4,2303.4,1820.5000000000002
,,,,,,,24.0,6,1585.1000000000001,11506.000000000002,14041.500000000002,6298.6,676.5,850.3000000000001,8819.800000000001,12557.6,39956.4,10477.5,15825.7,2599.3,6480.1,8202.7,1828.2,2992.0000000000005,4129.400000000001,482.90000000000003,286.0,14612.400000000001,72645.1,2973.3,13667.500000000002,434.50000000000006,85.80000000000001,2437.6000000000004,1926.1000000000001
,,,,,,,696.0000000000001,7,1742.4,12340.900000000001,15732.2,6683.6,719.4000000000001,915.2,9500.7,13197.800000000001,42573.3,11543.400000000001,17465.800000000003,2867.7000000000003,6843.1,8661.400000000001,1931.6000000000001,3160.3,4406.6,514.8000000000001,305.8,15596.900000000001,79270.40000000001,3188.9,14661.900000000001,466.40000000000003,92.4,2555.3,2019.6000000000001
,,,,,,,24.0,8,1916.2,13308.900000000001,18022.4,7126.900000000001,766.7,996.6000000000001,10321.300000000001,14033.800000000001,45632.4,12647.800000000001,19193.9,3151.5000000000005,7308.400000000001,9249.900000000001,2062.5,3374.8,4716.8,551.1,326.70000000000005,16692.5,84229.20000000001,3465.0000000000005,15929.100000000002,506.00000000000006,100.10000000000001,2720.3,2150.5
,,,,,,,576.0,9,2080.1000000000004,14140.500000000002,20090.4,7635.1,819.5000000000001,1080.2,11161.7,14924.800000000001,48821.3,13748.900000000001,20865.9,3426.5000000000005,7760.500000000001,9821.900000000001,2190.1000000000004,3583.8,5017.1,586.3000000000001,347.6,17756.2,89112.1,3730.1000000000004,17153.4,546.7,108.9,2878.7000000000003,2274.8
,,,,,,,240.0,10,2196.7000000000003,14853.300000000001,21204.7,8088.300000000001,869.0000000000001,1130.8000000000002,11678.7,15513.300000000001,51549.3,14451.800000000001,21751.4,3571.7000000000003,8134.500000000001,10296.0,2296.8,3756.5000000000005,5228.3,611.6,361.90000000000003,18504.2,94147.90000000001,3974.3,18273.2,580.8000000000001,115.50000000000001,3006.3,2376.0
