Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27
2000.0,1.0,1.0,1.0,2000.0,18.0,168.0,240.0,1,1404.9,12639.6,15959.7,6228.0,645.3000000000001,825.3000000000001,8465.4,14040.9,43886.700000000004,11003.4,16846.2,2788.2000000000003,6945.3,8632.800000000001,1921.5,3179.7000000000003,4185.900000000001,479.7,286.2,14294.7,72815.40000000001,2858.4,13843.800000000001,426.6,87.3,2317.5,1741.5
,2.0,0.9,0.04,1800.0,,,360.0,2,1359.0,12203.1,15144.300000000001,6099.3,633.6,798.3000000000001,8215.2,13609.800000000001,42396.3,10645.2,15982.2,2645.1,6804.0,8457.300000000001,1882.8,3114.9,4103.1,470.7,280.8,14011.2,70352.1,2822.4,13663.800000000001,421.2,86.4,2279.7000000000003,1712.7
,3.0,0.55,0.024,1100.0,,,960.0,3,1340.1000000000001,11933.1,14726.7,6023.7,624.6,788.4,8127.900000000001,13277.7,41382.9,10536.300000000001,15547.5,2573.1,6764.400000000001,8408.7,1872.0,3096.9,4075.2000000000003,467.1,278.1,13916.7,69542.1,2817.9,13646.7,420.3,86.4,2268.0,1704.6000000000001
,4.0,0.2,0.003,400.0,,,384.0,4,1346.4,11802.6,14555.7,6002.1,623.7,795.6,8222.4,13117.5,40934.700000000004,10559.7,15348.6,2539.8,6830.1,8489.7,1889.1000000000001,3127.5,4121.1,471.6,281.7,14073.300000000001,69127.2,2846.7000000000003,13782.6,424.8,87.3,2296.8,1725.3
,,,,,,,480.0,5,1413.0,11821.5,14823.0,6175.8,640.8000000000001,836.1,8657.1,13212.0,41147.1,11025.0,15350.4,2540.7000000000003,7128.900000000001,8863.2,1972.8,3264.3,4347.0,497.7,297.90000000000003,14844.6,70266.6,2988.0,14470.2,445.5,91.8,2423.7000000000003,1820.7
,,,,,,,24.0,6,1555.2,12325.5,16072.2,6564.6,682.2,920.7,9530.1,13545.0,42483.6,12055.5,16158.6,2673.9,7733.7,9616.5,2140.2000000000003,3541.5,4751.1,544.5,324.90000000000003,16222.5,74466.0,3283.2000000000003,15896.7,489.6,100.8,2646.9,1989.0
,,,,,,,24.0,7,1701.0,13233.6,18971.100000000002,7059.6,732.6,993.6,10278.0,14947.2,45367.200000000004,13469.4,18918.9,3131.1,8282.7,10296.0,2292.3,3791.7000000000003,5088.6,583.2,348.3,17376.3,83261.7,3518.1,17035.2,525.6,108.0,2799.9,2103.3
,,,,,,,24.0,8,1776.6000000000001,14215.5,20842.2,7429.5,770.4,1020.6,10539.9,16443.0,48986.1,14010.300000000001,20768.4,3438.0,8485.2,10547.1,2348.1,3884.4,5187.6,594.0,355.5,17713.8,89279.1,3548.7000000000003,17182.8,529.2,108.9,2847.6,2139.3
,,,,,,,648.0,9,1808.1000000000001,15024.6,21708.9,7600.5,788.4,1034.1000000000001,10602.0,17230.5,51386.4,14103.0,21610.8,3577.5,8567.1,10649.7,2370.6,3922.2000000000003,5220.900000000001,598.5,357.3,17829.9,90817.2,3521.7000000000003,17052.3,525.6,108.0,2880.0,2164.5
,,,,,,,600.0,10,1787.4,15481.800000000001,21407.4,7660.8,794.7,1015.2,10402.2,17288.100000000002,52515.9,13716.9,21659.4,3584.7000000000003,8469.9,10529.1,2342.7000000000003,3878.1,5145.3,589.5,351.90000000000003,17569.8,89554.5,3423.6,16578.9,511.2,104.4,2868.3,2154.6
,,,,,,,600.0,11,1726.2,15578.1,20941.2,7488.0,776.7,972.9,9978.300000000001,17073.0,52278.3,13110.300000000001,21321.9,3528.9,8174.7,10162.800000000001,2261.7000000000003,3743.1,4971.6,568.8000000000001,340.2,16976.7,84959.1,3267.0,15823.800000000001,487.8,100.8,2787.3,2094.3
,,,,,,,384.0,12,1653.3,15409.800000000001,20283.3,7293.6,756.0,924.3000000000001,9502.2,16693.2,51585.3,12521.7,20837.7,3448.8,7919.1,9846.0,2190.6,3625.2000000000003,4813.2,551.7,329.40000000000003,16434.9,81009.0,3132.9,15174.9,468.0,96.3,2713.5,2039.4
,,,,,,,336.0,13,1602.9,15192.9,19797.3,7140.6,739.8000000000001,902.7,9275.4,16481.7,50833.8,12090.6,20417.4,3379.5,7706.7,9583.2,2133.0,3528.9,4701.6,538.2,321.3,16053.300000000001,77799.6,3071.7000000000003,14876.1,459.0,93.60000000000001,2661.3,1999.8
,,,,,,,528.0,14,1572.3,15040.800000000001,19451.7,7057.8,731.7,893.7,9178.2,16254.9,50085.9,11777.4,20173.5,3339.0,7609.5,9462.6,2105.1,3483.9,4611.6,528.3000000000001,315.0,15747.300000000001,75885.3,3015.0,14601.6,450.0,91.8,2628.0,1974.6000000000001
,,,,,,,504.0,15,1551.6000000000001,14945.4,19121.4,6984.900000000001,724.5,891.0,9145.800000000001,16129.800000000001,49734.9,11617.2,19831.5,3282.3,7526.7,9360.0,2082.6,3446.1,4565.7,522.9,312.3,15590.7,74508.3,2987.1,14468.4,445.5,91.8,2610.9,1962.9
,,,,,,,720.0,16,1604.7,14850.9,19485.9,7037.1,729.9,928.8000000000001,9538.2,16195.5,49519.8,11935.800000000001,19926.9,3298.5,7639.2,9501.300000000001,2114.1,3497.4,4677.3,535.5,320.40000000000003,15972.300000000001,74047.5,3041.1,14728.5,453.6,92.7,2655.0,1995.3
,,,,,,,1176.0,17,1739.7,15049.800000000001,20525.4,7148.7,741.6,994.5,10191.6,16445.7,50121.9,12913.2,20726.100000000002,3430.8,7902.900000000001,9828.0,2187.0,3617.1,4948.2,567.0,338.40000000000003,16898.4,74539.8,3209.4,15541.2,478.8,98.10000000000001,2755.8,2070.9
,,,,,,,768.0,18,1850.4,15699.6,22612.5,7345.8,762.3000000000001,1059.3,10832.4,17045.100000000002,51706.8,13786.2,22025.7,3645.9,8372.7,10411.2,2316.6,3833.1,5196.6,595.8000000000001,355.5,17747.100000000002,76258.8,3411.9,16524.0,509.40000000000003,104.4,2884.5,2168.1
,,,,,,,,19,1899.0,16215.300000000001,24033.600000000002,7613.1,790.2,1096.2,11189.7,18255.600000000002,54224.1,14247.0,23567.4,3900.6,8616.6,10713.6,2384.1,3945.6,5284.8,604.8000000000001,361.8,18047.7,82454.40000000001,3524.4,17068.5,526.5,108.0,2928.6,2201.4
,,,,,,,,20,1862.1000000000001,16537.5,23759.100000000002,7645.5,792.9,1085.4,11057.4,18524.7,55583.1,14044.5,23274.9,3852.0,8542.800000000001,10620.0,2363.4,3910.5,5214.6,597.6,356.40000000000003,17807.4,85403.7,3474.9,16825.5,518.4,106.2,2898.9,2178.9
,,,,,,,,21,1767.6000000000001,16313.4,22595.4,7464.6,774.0,1028.7,10495.800000000001,18122.4,54838.8,13371.300000000001,22428.0,3712.5,8223.300000000001,10223.1,2275.2000000000003,3764.7000000000003,4983.3,570.6,341.1,17018.100000000002,83748.6,3296.7000000000003,15965.1,492.3,101.7,2775.6,2085.3
,,,,,,,,22,1626.3,15669.0,21105.0,7170.3,744.3000000000001,948.6,9690.300000000001,17372.7,52954.200000000004,12250.800000000001,21056.4,3484.8,7811.1,9708.300000000001,2161.8,3575.7000000000003,4644.900000000001,531.9,317.7,15862.5,80308.8,3053.7000000000003,14787.0,455.40000000000003,93.60000000000001,2620.8,1969.2
,,,,,,,,23,1493.1000000000001,14771.7,19535.4,6779.7,702.9,878.4,8961.300000000001,16638.3,50418.0,11389.5,19750.5,3268.8,7362.0,9151.2,2036.7,3370.5,4353.3,498.6,297.90000000000003,14866.2,75609.90000000001,2817.9,13645.800000000001,420.3,86.4,2465.1,1852.2
,,,,,,,,24,1384.2,13970.7,18004.5,6475.5,671.4,810.9,8270.1,15951.6,47978.1,10613.7,18328.5,3033.0,6989.400000000001,8687.7,1933.2,3200.4,4110.3,470.7,280.8,14035.5,70036.2,2645.1,12812.4,395.1,81.0,2338.2000000000003,1756.8
,,,,,,,,25,1316.7,13035.6,17028.9,6064.2,629.1,765.9,7833.6,15315.300000000001,45275.4,10150.2,17363.7,2873.7000000000003,6752.7,8392.5,1868.4,3091.5,3986.1,456.3,272.7,13613.4,64283.4,2498.4,12096.0,372.6,76.5,2245.5,1687.5
,,,,,,,,26,1281.6000000000001,12607.2,16366.5,5878.8,609.3000000000001,738.9,7573.5,14740.2,43655.4,9887.4,16584.3,2745.0,6630.3,8241.300000000001,1834.2,3035.7000000000003,3909.6,448.2,267.3,13350.6,61360.200000000004,2432.7000000000003,11780.1,362.7,74.7,2206.8,1658.7
,,,,,,,,27,1247.4,12370.5,16114.5,5758.2,597.6,719.1,7400.7,14478.300000000001,42608.700000000004,9714.6,16403.4,2715.3,6554.7,8147.7,1813.5,3001.5,3858.3,441.90000000000003,264.6,13175.1,59812.200000000004,2400.3,11621.7,358.2,73.8,2187.9,1643.4
,,,,,,,,28,1253.7,12255.300000000001,16126.2,5725.8,593.1,732.6,7551.0,14478.300000000001,42167.700000000004,9843.300000000001,16409.7,2716.2000000000003,6573.6,8171.1,1818.9,3009.6,3931.2000000000003,450.90000000000003,269.1,13425.300000000001,58950.9,2413.8,11689.2,360.90000000000003,73.8,2205.9,1656.9
,,,,,,,,29,1323.9,12345.300000000001,16528.5,5819.400000000001,603.0,770.4,7955.1,14560.2,42464.700000000004,10506.6,16791.3,2779.2000000000003,6867.900000000001,8538.300000000001,1899.9,3143.7000000000003,4170.6,477.90000000000003,285.3,14241.6,59543.1,2570.4,12447.0,384.3,79.2,2315.7000000000003,1739.7
,,,,,,,,30,1480.5,12875.4,17956.8,6157.8,639.9,853.2,8825.4,15264.0,43832.700000000004,11687.4,17916.3,2965.5,7356.6,9145.800000000001,2035.8,3367.8,4596.3,526.5,314.1,15696.0,62543.700000000004,2841.3,13758.300000000001,423.90000000000003,87.3,2506.5,1883.7
,,,,,,,,31,1645.2,13846.5,21179.7,6666.3,692.1,930.6,9617.4,16803.0,46658.700000000004,13263.300000000001,20956.5,3467.7000000000003,7994.7,9936.9,2212.2000000000003,3660.3,4982.400000000001,570.6,341.1,17014.5,70542.0,3094.2000000000003,14982.300000000001,462.6,94.5,2659.5,1998.0
,,,,,,,,32,1749.6000000000001,14857.2,23332.5,7113.6,738.0,991.8000000000001,10230.300000000001,18426.600000000002,50294.700000000004,14155.2,23262.3,3850.2000000000003,8411.4,10452.6,2327.4,3851.1,5191.2,594.9,355.5,17727.3,76669.2,3240.0,15693.300000000001,483.3,99.9,2750.4,2066.4
,,,,,,,,33,1845.9,15942.6,24498.9,7368.3,764.1,1053.0,10808.1,19348.2,53332.200000000004,14871.6,24555.600000000002,4064.4,8706.6,10819.800000000001,2409.3,3986.1,5365.8,614.7,367.2,18325.8,79259.40000000001,3378.6,16360.2,504.0,103.5,2840.4,2134.8
,,,,,,,,34,1880.1000000000001,16619.4,24415.2,7486.2,776.7,1071.9,11005.2,19544.4,55037.700000000004,15057.9,24709.5,4089.6,8763.300000000001,10890.0,2424.6,4012.2000000000003,5434.2,621.9,371.7,18558.0,80441.1,3434.4,16632.9,513.0,105.3,2879.1,2162.7000000000003
,,,,,,,,35,1860.3,16895.7,23698.8,7451.1,772.2,1060.2,10901.7,19395.0,55622.700000000004,14843.7,24318.9,4024.8,8662.5,10765.800000000001,2396.7000000000003,3965.4,5390.1,617.4,369.0,18406.8,79318.8,3414.6,16538.4,509.40000000000003,104.4,2857.5,2147.4
,,,,,,,,36,1824.3,16820.100000000002,22833.9,7391.7,766.8000000000001,1048.5,10809.0,19160.100000000002,55313.1,14443.2,23531.4,3895.2000000000003,8541.0,10614.6,2363.4,3909.6,5296.5,606.6,362.7,18088.2,78034.5,3395.7000000000003,16442.100000000002,506.7,103.5,2813.4,2114.1
,,,,,,,,37,1809.0,16758.9,21941.100000000002,7322.400000000001,760.5,1048.5,10819.800000000001,18846.9,54975.6,14167.800000000001,22837.5,3780.0,8432.1,10481.4,2332.8,3861.0,5269.5,603.0,360.90000000000003,17994.600000000002,77008.5,3420.0,16561.8,511.2,104.4,2807.1,2108.7000000000003
,,,,,,,,38,1813.5,16605.0,21486.600000000002,7236.900000000001,750.6,1050.3,10839.6,18730.8,54398.700000000004,14119.2,22573.8,3736.8,8339.4,10364.4,2307.6,3816.9,5257.8,602.1,360.0,17952.3,76653.90000000001,3414.6,16534.8,509.40000000000003,104.4,2782.8,2090.7000000000003
,,,,,,,,39,1817.1000000000001,16534.8,21169.8,7156.8,742.5,1050.3,10841.4,18645.3,54034.200000000004,14109.300000000001,22369.5,3702.6,8258.4,10264.5,2285.1,3780.9,5238.900000000001,599.4,358.2,17890.2,76360.5,3411.9,16521.3,509.40000000000003,104.4,2756.7000000000003,2070.9
,,,,,,,,40,1869.3,16376.4,21474.9,7169.400000000001,744.3000000000001,1081.8,11158.2,18594.0,53680.5,14553.0,22684.5,3754.8,8328.6,10352.7,2304.9,3813.3,5355.0,613.8000000000001,366.3,18288.0,76644.90000000001,3483.0,16866.0,519.3000000000001,107.10000000000001,2785.5,2093.4
,,,,,,,,41,1981.8,16516.8,22525.2,7335.900000000001,761.4,1141.2,11751.300000000001,18990.9,54336.6,15429.6,23436.0,3879.0,8626.5,10723.5,2387.7000000000003,3950.1,5613.3,642.6,384.3,19168.2,78007.5,3625.2000000000003,17551.8,540.9,111.60000000000001,2892.6,2173.5
,,,,,,,,42,2074.5,17115.3,24377.4,7475.400000000001,776.7,1181.7,12141.9,19540.8,55872.0,16209.0,24774.3,4100.400000000001,8943.300000000001,11115.9,2475.0,4094.1,5793.3,663.3000000000001,396.90000000000003,19782.9,79761.6,3738.6,18108.0,558.0,114.3,2983.5,2241.9
,,,,,,,,43,2112.3,17653.5,25667.100000000002,7670.7,796.5,1196.1000000000001,12252.6,20567.7,58258.8,16604.100000000002,26136.9,4325.400000000001,9088.2,11294.1,2514.6,4160.7,5837.400000000001,668.7,398.7,19935.9,84771.0,3765.6,18236.7,561.6,115.2,3001.5,2255.4
,,,,,,,,44,2062.8,17924.4,25299.0,7652.7,793.8000000000001,1167.3,11955.6,20618.100000000002,59794.200000000004,16289.1,25922.7,4290.3,8931.6,11098.800000000001,2471.4,4088.7000000000003,5705.1,653.4,390.6,19483.2,87021.90000000001,3681.0,17827.2,549.0,113.4,2934.0,2205.0
,,,,,,,,45,1953.9,17609.4,24075.9,7462.8,774.0,1110.6000000000001,11385.0,19953.9,58819.5,15505.2,25015.5,4140.0,8602.2,10689.300000000001,2380.5,3938.4,5445.900000000001,623.7,372.6,18595.8,85080.6,3497.4,16938.0,522.0,107.10000000000001,2813.4,2114.1
,,,,,,,,46,1800.9,16894.8,22514.4,7182.900000000001,745.2,1039.5,10681.2,19000.8,56798.1,14311.800000000001,23502.600000000002,3889.8,8151.3,10129.5,2255.4,3732.3,5103.0,584.1,349.2,17427.600000000002,82334.7,3258.0,15774.300000000001,486.90000000000003,99.9,2662.2000000000003,2000.7
,,,,,,,,47,1662.3,16063.2,20734.2,6902.1,715.5,972.9,10002.6,18176.4,54512.1,13426.2,22190.4,3672.9,7812.0,9706.5,2161.8,3576.6,4814.1,551.7,329.40000000000003,16440.3,77975.1,3041.1,14722.2,453.6,92.7,2530.8,1901.7
,,,,,,,,48,1552.5,15311.7,19045.8,6681.6,693.0,910.8000000000001,9373.5,17355.600000000002,52211.700000000004,12603.6,20878.2,3455.1,7461.900000000001,9271.800000000001,2065.5,3415.5,4594.5,526.5,314.1,15688.800000000001,72710.1,2861.1,13853.7,426.6,88.2,2416.5,1816.2
,,,,,,,,49,1478.7,14421.6,17691.3,6352.2,659.7,864.9,8918.1,16668.0,49731.3,12019.5,19608.3,3245.4,7242.3,8999.1,2004.3,3315.6,4468.5,512.1,306.0,15259.5,67827.6,2727.0,13207.5,406.8,83.7,2345.4,1762.2
,,,,,,,,50,1418.4,14129.1,16772.4,6231.6,645.3000000000001,837.9,8663.4,16025.4,48389.4,11497.5,18813.600000000002,3113.1,7100.1,8821.800000000001,1964.7,3250.8,4369.5,500.40000000000003,299.7,14922.0,65520.0,2634.3,12755.7,392.40000000000003,81.0,2300.4,1728.0
,,,,,,,,51,1383.3,13870.800000000001,16294.5,6194.7,641.7,821.7,8511.300000000001,15627.6,47391.3,11214.9,18299.7,3029.4,7078.5,8795.7,1958.4,3240.9,4344.3,497.7,297.0,14833.800000000001,64240.200000000004,2594.7000000000003,12561.300000000001,387.0,80.10000000000001,2297.7000000000003,1727.1000000000001
,,,,,,,,52,1377.0,13733.1,16175.7,6203.7,643.5,818.1,8487.9,15362.1,46848.6,11206.800000000001,17910.0,2964.6,7157.7,8893.800000000001,1980.9,3276.0,4359.6,499.5,298.8,14886.0,63858.6,2619.0,12678.300000000001,390.6,81.0,2310.3,1736.1000000000001
